驾考宝典,教育学习,2378,116280190,116099353,180837,258338.5714,2018/6/3
随手电筒,工具,246564,96295432,96276806,18626,26608.57143,2018/6/3
单机斗地主-不占流量,游戏,263710,200781801,200586619,195182,278831.4286,2018/6/3
网易新闻,阅读,2744,91017110,90708168,308942,441345.7143,2018/6/3
相机360,摄影,2747,104681242,104647273,33969,48527.14286,2018/6/3
爱奇艺,视频,2751,582421187,580390114,2031073,2901532.857,2018/6/3
书旗小说,阅读,2926,134237652,134011397,226255,323221.4286,2018/6/3
网易有道词典,教育学习,2927,192798337,192599218,199119,284455.7143,2018/6/3
携程旅行,出行,2947,136777796,136347404,430392,614845.7143,2018/6/3
花椒直播-美颜椒友疯狂卖萌,社交,2981222,121781783,121456965,324818,464025.7143,2018/6/3
王者荣耀,游戏,3073428,200104276,196816736,3287540,4696485.714,2018/6/3
快手,视频,3536,162814361,160462073,2352288,3360411.429,2018/6/3
手机淘宝,育儿母婴,3570,899060791,897476385,1584406,2263437.143,2018/6/3
ES文件浏览器,系统,3571,90940459,90896808,43651,62358.57143,2018/6/3
优酷,视频,3581,790390959,788467187,1923772,2748245.714,2018/6/3
蔚蓝小说,阅读,3885739,113732619,111774832,1957787,2796838.571,2018/6/3
小说,阅读,3894208,81834359,79717847,2116512,3023588.571,2018/6/3
免费小说,阅读,3937914,82109756,79992900,2116856,3024080,2018/6/3
电子书,阅读,3963018,74661252,72202869,2458383,3511975.714,2018/6/3
有声小说,阅读,3963330,96081783,93846857,2234926,3192751.429,2018/6/3
YY,视频,4067,118342386,117911995,430391,614844.2857,2018/6/3
土豆视频,视频,4107,113938060,113860590,77470,110671.4286,2018/6/3
途牛旅游,出行,43299,145618161,145511211,106950,152785.7143,2018/6/3
酷狗音乐,视频,433,1143955570,1142281958,1673612,2390874.286,2018/6/3
多米音乐,视频,44,97414101,97372459,41642,59488.57143,2018/6/3
QQ音乐,视频,4498,147672696,146752670,920026,1314322.857,2018/6/3
大众点评,生活服务,4674,173076120,172839814,236306,337580,2018/6/3
陌陌,社交,48,244935129,244485420,449709,642441.4286,2018/6/3
蜻蜓FM,视频,51178,91923281,91744696,178585,255121.4286,2018/6/3
我查查,工具,537,161023716,160975584,48132,68760,2018/6/3
微信,社交,5427,813534640,806757260,6777380,9681971.429,2018/6/3
